nmi,ari,pur
0.4346036960183141,0.5289653929091614,0.863758389261745
0.4494276647821686,0.5407569899257695,0.8677852348993289
0.4384060410333743,0.5309218275744839,0.8644295302013423
0.47520007778173745,0.5708023545652882,0.8778523489932886
0.46001183726009914,0.5566798657257227,0.8731543624161073
0.4377957597354145,0.5328812831739491,0.8651006711409396
0.4625057389470822,0.546702118667217,0.8697986577181208
0.44497137280383403,0.5368121066141803,0.8664429530201342
0.45075956673620415,0.5447159061364496,0.8691275167785235
0.4808011638680854,0.5789513494758879,0.8805369127516779
0.4267348038137382,0.5192387857990751,0.8604026845637583
0.45648046572949924,0.5486897825290987,0.8704697986577181
0.45943854674457535,0.5506821360362378,0.8711409395973154
0.45398120243114587,0.5506814940447639,0.8711409395973154
0.4411878116749841,0.5328817281238156,0.8651006711409396
